,ENGLISHNAME,CHINESENAME,CLASS,TYPE,EASTING,NORTHING,E_ADDRESS,C_ADDRESS,Sources
1543,REGAL AIRPORT HOTEL,富豪機場酒店,AMD,HTL,811262,819997,"6/F, Regal Airport Hotel, 9 Cheong Tat Road, Chek Lap Kok, New Territories.",新界赤鱲角暢達路9號6字樓,GeoCom
1544,AJI HOUSE LIMITED,雅居有限公司,AMD,HTL,833426,816356,"363 Queen's Road West, Hong Kong",香港皇后大道西363號,GeoCom
1549,ST. HILARY'S KINDERGARTEN (MA ON SHAN),德萃幼稚園(馬鞍山),SCH,KDG,841571,831659,"SHOPS 4-12, 1/F., THE WATERSIDE, 15 ON CHUN STREET, MA ON SHAN, SHATIN, NEW TERRITORIES",新界沙田馬鞍山鞍駿街15號雅濤居1樓4-12號舖,GeoCom
1550,THINK INTERNATIONAL KINDERGARTEN (NAM CHEONG),朗思國際幼稚園(南昌),SCH,KDG,833757,821021,"SHOP G26, G/F., V WALK, 28 SHAM MONG ROAD, SHAMSHUIPO, KOWLOON",九龍深水埗深旺道28號V WALK地下G26室,GeoCom
1551,MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN,楓葉小熊加拿大國際幼稚園,SCH,KDG,844682,818117,"SHOP 7, G/F., COMMERCIAL ACCOMMODATION, ALTO RESIDENCES, 29 TONG YIN STREET, TSEUNG KWAN O, NEW TERRITORIES",新界將軍澳唐賢街29號藍塘傲地下7號舖,GeoCom
1556,GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (KENNEDY TOWN),GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (KENNEDY TOWN),SCH,KDG,831843,816377,"PORTION OF SHOP C ON G/F., 1/F. AND 2/F., PAK HOO MANSION, 554-560 QUEEN'S ROAD WEST, SAI WAN, HONG KONG",香港西環皇后大道西554-560號百好大樓地下C號舖部份、1樓及2樓,GeoCom
1559,PRETTY INN,PRETTY INN,AMD,GHS,835745,817676,"Flat 9, 9/F, Hai Phong Mansion, 101 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道101號 海防大廈9字樓9室,GeoCom
1560,CHECK INN HK,香港卓軒旅舍,AMD,GHS,836282,815484,"Flat B, 6/F, Kwong Wah Mansion, 269-273 Hennessy Road, Wan Chai, Hong Kong.",香港灣仔軒尼詩道269-273號 光華大廈6字樓B室,GeoCom
1561,DONGDAEMUN HOTEL,東大門賓館,AMD,GHS,834587,821303,"Flat A, 1/F, 286 Yu Chau Street, Sham Shui Po, Kowloon.",九龍深水埗汝州街286號 二樓A室,GeoCom
1564,TWGHS MR. & MRS. TAM KAM KAU KINDERGARTEN,東華三院譚錦球伉儷幼稚園,SCH,KDG,833391,820957,"G/F., HOI PIK HOUSE (BLOCK A), HOI LOK COURT, CHEUNG SHA WAN, KOWLOON",九龍長沙灣凱樂苑凱碧閣(A座)地下,GeoCom
1565,INVICTUS SCHOOL,INVICTUS SCHOOL,SCH,PRS,845159,818199,"SHOP G29, G/F.-1/F. & SHOPS 123-132, 1/F., MONTEREY PLACE, 23 TONG CHUN STREET, TSEUNG KWAN O, NEW TERRITORIES",新界將軍澳唐俊街23號MONTEREY PLACE地下及1樓G29號舖、1樓123—132號舖,GeoCom
1566,Genetic Screening Clinic,遺傳篩選診所,HNC,CLI,839608,819567,"9/F, Tower B, Hong Kong Children's Hospital, 1 Shing Cheong Road, Kowloon Bay, Kowloon.",九龍灣承昌道一號香港兒童醫院B座1樓,GeoCom
1568,The HKFYG Leadership Institute Lodge,香港青年協會青年領袖學院營舍,AMD,HCV,832458,839493,302 JOCKEY CLUB ROAD,馬會道 302號,GeoCom
1571,The Open University of Hong Kong,香港公開大學,SCH,TEI,836615,819710,"30 Good Shepherd Street, Ho Man Tin, Kowloon, HK",香港九龍何文田牧愛街三十號,GeoCom
1572,Hong Kong Shue Yan University,香港樹仁大學,SCH,TEI,838416,816382,"10 Wai Tsui Crescent, Braemar Hill Road, North Point",北角寶馬山慧翠道10號,GeoCom
1580,DISCOVERY MONTESSORI SCHOOL,香港國際蒙特梭利學校,SCH,KDG,819747,818802,OUTDOOR PLAYGROUND & SHOP 101 1/F 92 SIENA AVENUE DISCOVERY BAY LANTAU ISLAND HONG KONG (EXCLUDING CLASSROOM 5),香港大嶼山愉景灣海澄湖畔路92號1樓101號舖及戶外遊戲場(5號課室除外),GeoCom
1581,Yaumatei Maternal & Child Health Centre,油麻地母嬰健康院,HNC,CLI,835208,818909.951,"1/F, 10 Yan Cheung Road, Yaumatei, Kowloon",九龍油麻地欣翔道10號1樓,GeoCom
1587,SHEMA ACADEMY,示昕學校,SCH,SES,840872,818898,"ROOM 201B, 2/F., KWUN TONG HARBOUR PLAZA, 182 WAI YIP STREET, KWUN TONG, KOWLOON",九龍觀塘偉業街182號觀塘碼頭廣場二樓201B室,GeoCom
1588,HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION HELEN LEE KINDERGARTEN,香港基督教女青年會趣沂幼稚園,SCH,KDG,811170,815384,"1/F., JOYSMARK, MUN TUNG ESTATE, TUNG CHUNG, NEW TERRITORIES",新界東涌滿東邨滿樂坊一樓,GeoCom
1589,HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION HELEN LEE KINDERGARTEN,香港基督教女青年會趣沂幼稚園,SCH,KDG,811170,815384,"1/F., JOYSMARK, MUN TUNG ESTATE, TUNG CHUNG, NEW TERRITORIES",新界東涌滿東邨滿樂坊一樓,GeoCom
1590,EIS INTERNATIONAL PRE-SCHOOL,艾蒙特國際幼稚園,SCH,KDG,823737,837117,"NO. 1, SAN WAI TSUEN, SAN TIN, YUEN LONG, NEW TERRITORIES",新界元朗新田新圍村一號,GeoCom
1591,WOODSTOCK HOSTEL,WOODSTOCK HOSTEL,AMD,GHS,835819,817509,"Flat A3, 16/F, Block A, Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道40號 重慶大廈A座16字樓A3室,GeoCom
1602,TSUNG TSIN MISSION OF HONG KONG ON HONG NURSERY SCHOOL (SHUN NING ROAD),基督教香港崇真會安康幼兒學校(順寧道),SCH,KDG,834377,822022,"1/F., SUNLIGHT BUILDING, 273 SHUN NING ROAD, SHAM SHUI PO, KOWLOON",九龍深水埗順寧道273號日輝商場1樓,GeoCom
1603,KOHITSUJI KINDERGARTEN,KOHITSUJI KINDERGARTEN,SCH,KDG,837796,818466,"SHOP 1, G/F., SITE 10, WHAMPOA GARDEN, HUNGHOM, KOWLOON","SHOP 1, G/F., SITE 10, WHAMPOA GARDEN, HUNGHOM, KOWLOON",GeoCom
1604,TSING YI TRADE ASSOCIATION SHEK YAM KINDERGARTEN,青衣商會石蔭幼稚園,SCH,KDG,832434,825960,G/F YAM HENG HOUSE SHEK YAM EAST ESTATE KWAI CHUNG NT,葵涌石蔭東村第一期第二座地下,GeoCom
1605,SPANISH HOTEL,西班牙賓館,AMD,GHS,835680,820095,"2/F, 99 Argyle Street, Mong Kok, Kowloon.",九龍旺角亞皆老街99號2字樓,GeoCom
1606,ROSEWOOD HONG KONG,香港瑰麗酒店,AMD,HTL,836111,817280,"B4/F-21/F(Portion),22/F,23/F(Portion),24/F-54/F, 55/F(Portion),56/F,57/F(Portion),58/F-65/F,R/F, R1-R2/F(Portion),Rosewood Hong Kong,Victoria Dockside,18 Salisbury Road,Tsim Sha Tsui, Kowloon.","九龍尖沙咀梳士巴利道18號Victoria Dockside香港瑰麗酒店第四層地庫-21字樓(部份), 22字樓, 23字樓(部份),24-54字樓, 55字樓(部份), 56字樓, 57字樓(部份),58-65字樓, 天台, 天台第1層-天台第2層(部份)",GeoCom
1610,LEARNING HABITAT KINDERGARTEN (NOVUM EAST),學之園幼稚園(君豪峰),SCH,KDG,839573,816769,"1/F. OF THE COMMERCIAL DEVELOPMENT OF NOVUM EAST, 856 KING'S ROAD, HONG KONG",香港英皇道856號君豪峰商業發展項目1樓,GeoCom
1611,FAIRCHILD KINDERGARTEN,楓薈幼稚園,SCH,KDG,832107,816474,"ALL THE SHOP 8, G/F. AND WHOLE 1/F. (INCLUDING PART OF THE FLAT ROOF ADJOINING 1/F.), KONG CHIAN TOWER,185-185B CONNAUGHT ROAD WEST, 351-351C DES VOEUX ROAD WEST AND 3-7 WHITTY STREET, HONG KONG",香港干諾道西185號至185號B德輔道西351至351號C及屈地街3-7號光前大廈地下8號舖及1樓全層(包括附設於1樓的部份平台),GeoCom
1612,LEARNING HABITAT KINDERGARTEN (THE SPARKLE),學之園幼稚園(星匯居),SCH,KDG,833741,821553,"1/F., COMMERCIAL DEVELOPMENT, THE SPARKLE, 500 TUNG CHAU STREET, CHEUNG SHA WAN, KOWLOON",九龍長沙灣通州街500號星匯居商業發展項目1樓,GeoCom
1613,ST. HILARY'S KINDERGARTEN (MA ON SHAN),德萃幼稚園(馬鞍山),SCH,KDG,841571,831659,"SHOPS 4-12, 1/F., THE WATERSIDE, 15 ON CHUN STREET, MA ON SHAN, SHATIN, NEW TERRITORIES",新界沙田馬鞍山鞍駿街15號雅濤居1樓4-12號舖,GeoCom
1614,BRIGHTWAY KINDERGARTEN,柏禮頓幼稚園,SCH,KDG,846122,817153,"KINDERGARTEN, LEVEL 1, LE PRESTIGE, LOHAS PARK, 1 LOHAS PARK ROAD, TSEUNG KWAN O, NEW TERRITORIES",新界將軍澳康城路1號日出康城領都L1樓幼稚園,GeoCom
1615,PUI KIU INTERNATIONAL KINDERGARTEN,培僑國際幼稚園,SCH,KDG,838588,827380,"LEVEL 1, PHASE 2, BELAIR GARDENS, SHOPPING ARCADE, 52 TAI CHUNG KIU ROAD, SHATIN, NEW TERRITORIES",新界沙田大涌橋路52號富豪花園商場2期1樓,GeoCom
1616,JOYFUL WORLD INTERNATIONAL KINDERGARTEN (TUEN MUN),心怡天地國際幼稚園(屯門),SCH,KDG,815165,828877,"SHOP 2 - 3 ON 2ND FLOOR OF COMMERCIAL COMPLEX, TAI HING GARDENS PHASE II, 10A HO HING CIRCUIT, TUEN MUN, NEW TERRITORIES",新界屯門河興街10A號大興花園第二期商場2樓2—3號舖,GeoCom
1620,Aura Nursing Home cum Day Care Centre,"耀耆頤養院暨日間中心",HNC,ELD,831329.362,824144.792,"G/F (Portion) and Room 103, Podium 1/F, Kwai Tsui Estate, 11 Kwai Yi Road, Kwai Chung, New Territories",新界葵涌葵義路11號葵翠邨地下(部分)及平台一層103室,GeoCom
1622,LEARNING HABITAT KINDERGARTEN (OLYMPIC),學之園幼稚園(奧運),SCH,KDG,834043,820189,"UNIT NO.1A, 5/F., HAMPTON LOFT, 11 HOI FAN ROAD, TAI KOK TSUI, KOWLOON",九龍大角咀海帆道11號凱帆薈5樓1A號舖,GeoCom
1625,STAR CITY HOTEL,星港酒店,AMD,GHS,836110,817667,"Flat C, D, E, 5/F, Windsor Mansion, 29-31 Chatham Road South, Tsim Sha Tsui, Kowloon.","九龍尖沙咀漆咸道南29-31號 溫莎大廈5字樓C, D, E室",GeoCom
1626,YU LOK GUESTHOUSE,榆樂賓館,AMD,GHS,835740,817654,"Flat D1, 4/F, Block D, Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道87號 華源大廈D座4字樓D1室,GeoCom
1628,SUNSHINE HOSTEL,陽光賓館,AMD,GHS,835567,818505,"Flat D, 9/F, Woosung House, 127 Woosung Street, Jordan, Kowloon.",九龍佐敦吳松街127號吳淞大樓9字樓D室,GeoCom
1630,MOUNT KELLY SCHOOL HONG KONG,香港凱莉山學校,SCH,SES,836092,818237,"UNITS 228-231, SECOND FLOOR, & UNITS 301 AND 302, THIRD FLOOR, AUSTIN TOWER (PHASE II), 152 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON",九龍柯士甸道152號好兆年行(2期)2樓228-231室 及3樓301及302室,GeoCom
1631,LITTLE TAI HANG-THE LANE HOUSE,LITTLE TAI HANG-THE LANE HOUSE,AMD,HTL,837909,815657,"G/F(Portion)-2/F(Portion), 3/F, 5/F-12/F, 15/F-23/F, 25/F-27/F, Main Roof, Lift Machine Room Floor and Top Roof, 11 Lin Fa Kung Street West, Causway Bay, Hong Kong.","香港銅鑼灣蓮花宮西街11號 地下(部份)-2字樓(部份), 3字樓, 5-12字樓, 15-23字樓 25-27字樓, Main Roof, Lift Machine Room Floor及 天台高層",GeoCom
1633,HONG CHI SHIU PONG MORNINGHOPE SCHOOL(SECONDARY SECTION),匡智紹邦晨輝學校(中學部),SCH,SEC,811057,815370,"9 CHUNG MUN ROAD, TUNG CHUNG, NEW TERRITORIES",新界東涌松滿路9號,GeoCom
1636,Hong Kong College of Technology,香港專業進修學校,SCH,TEI,836482,820064,"14 Princess Margaret Road, Homantin, Kowloon",九龍何文田公主道14號,GeoCom
1644,Ebenezer School & Home for the Visually Impairment Ebenezer Child Care Centre,心光盲人院暨學校心光幼兒中心,SCH,CCC,831658,814236,"G/F(P), 1/F(P) & 4/F(P), 131 Pokfulam Road, Southern, Hong Kong","香港南區薄扶林道131號地下(部分), 1樓(部分)及4樓(部分)",GeoCom
1646,Heep Hong Society Catherine Lo Centre,協康會慶華中心,SCH,CCC,830847,814636,"2/F - 4/F, 19 Sandy Bay Road, Sandy Bay, Hong Kong",香港大口環道19號協康會綜合服務大樓2樓至4樓,GeoCom
1653,LES PETITS LASCARS INTERNATIONAL KINDERGARTEN (TSEUNG KWAN O),LES PETITS LASCARS INTERNATIONAL KINDERGARTEN (TSEUNG KWAN O),SCH,KDG,844514,818245,"SHOP G01, G/F., CAPRI PLACE, 33 TONG YIN STREET, TSEUNG KWAN O, NEW TERRITORIES",新界將軍澳唐賢街33號Cａｐｒｉ Pｌａｃｅ地下G01號舖,GeoCom
1654,EIS INTERNATIONAL PRE-SCHOOL,艾蒙特國際幼稚園,SCH,KDG,823737,837117,"NO. 1, SAN WAI TSUEN, SAN TIN, YUEN LONG, NEW TERRITORIES",新界元朗新田新圍村一號,GeoCom
1655,TACK CHING KINDERGARTEN,德貞幼稚園,SCH,KDG,834666,821578,"168 FUK WING STREET, SHAM SHUI PO, KOWLOON",九龍深水埗福榮街168號,GeoCom
1659,FRENCH ENGLISH ACADEMY BILINGUAL KINDERGARTEN_PM,FRENCH ENGLISH ACADEMY BILINGUAL KINDERGARTEN_PM,SCH,KDG,838209,811132,"G203, THE REPULSE BAY, 109 REPULSE BAY ROAD, REPULSE BAY, HONG KONG",影灣園,GeoCom
1664,WONTONMEEN HOSTEL,雲吞麵,AMD,GHS,834980,820702,"2/F, Hong Mei Building, 135 Lai Chi Kok Road, Sham Shui Po, Kowloon.",九龍深水埗茘枝角道135號 康美樓2字樓,GeoCom
1668,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),香港紅十字會醫院學校 (小學部),SCH,SEC,839497,819704,"ROOM C8.4.3, 2ND FLOOR, TOWER A, AND ROOM B.3.15, 3RD FLOOR, TOWER B, HONG KONG CHILDREN'S HOSPITAL, 1 SHING CHEONG ROAD, KOWLOON",九龍承昌道一號兒童醫院A座2樓C8﹒4﹒3室及B室3樓B﹒3﹒15室,GeoCom
1670,TOUR AS HOME,優悅居,AMD,GHS,835822,818285,"Flat A4, 4/F, Block A, Pak On Building, 105 Austin Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀柯士甸道105號 百安大廈A座4字樓A4室,GeoCom
1671,LES PETITS LASCARS INTERNATIONAL KINDERGARTEN (CENTRAL),LES PETITS LASCARS INTERNATIONAL KINDERGARTEN (CENTRAL),SCH,KDG,834040,815899,"ROOM 301 & 302, 3/F., WELLINGTON PLAZA, 56-58 WELLINGTON STREET, CENTRAL, HONG KONG",香港中環威靈頓街56及58號威寧大厦3樓3樓301及302室,GeoCom
1682,HONG KONG RED CROSS HOSPITAL SCHOOLS (SECONDARY SECTION),香港紅十字會醫院學校(中學部),SCH,SEC,839497,819704,"ROOM C8.4.3, 2ND FLOOR, TOWER A, AND ROOM B.3.15, 3RD FLOOR, TOWER B, HONG KONG CHILDREN'S HOSPITAL, 1 SHING CHEONG ROAD, KOWLOON",九龍承昌道一號兒童醫院A座2樓C8﹒4﹒3室及B室3樓B﹒3﹒15室,GeoCom
1687,EIS INTERNATIONAL PRE-SCHOOL,艾蒙特國際幼稚園,SCH,KDG,823737,837117,"NO. 1, SAN WAI TSUEN, SAN TIN, YUEN LONG, NEW TERRITORIES",新界元朗新田新圍村一號,GeoCom
1688,HKVNS ALUMNI ASSOCIATION KINDERGARTEN (KCC),漢師幼稚園(龍總),SCH,KDG,835997,819944,"G/F. (PORTION) AND 1/F., KOWLOON CHAMBER OF COMMERCE BUILDING, 2 LIBERTY AVENUE, HO MAN TIN, KOWLOON",九龍何文田自由道2號九龍總商會大廈地下(部分)及一樓,GeoCom
1689,SHEMA ACADEMY,示昕學校,SCH,PRS,840872,818898,"ROOM 201B, 2/F., KWUN TONG HARBOUR PLAZA, 182 WAI YIP STREET, KWUN TONG, KOWLOON",九龍觀塘偉業街182號觀塘碼頭廣場二樓201B室,GeoCom
1690,MAN WA HOSTEL,民華賓館,AMD,GHS,835684,819913,"Flat B, 8/F, Yan Hong Building, 45-47 Fa Yuen Street, Mong Kok, Kowloon.",九龍旺角花園街45-47號 仁康大廈8字樓B室,GeoCom
1691,CANDY INN,糖果旅舍,AMD,GHS,835826,817602,"Flat D4, 11/F, Block D, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道58號 美麗都大廈D座11字樓D4室,GeoCom
1696,KOHITSUJI KINDERGARTEN,KOHITSUJI KINDERGARTEN,SCH,KDG,837796,818466,"SHOP 1, G/F., SITE 10, WHAMPOA GARDEN, HUNGHOM, KOWLOON","SHOP 1, G/F., SITE 10, WHAMPOA GARDEN, HUNGHOM, KOWLOON",GeoCom
1697,TSING YI TRADE ASSOCIATION SHEK YAM KINDERGARTEN,青衣商會石蔭幼稚園,SCH,KDG,832434,825960,G/F YAM HENG HOUSE SHEK YAM EAST ESTATE KWAI CHUNG NT,葵涌石蔭東村第一期第二座地下,GeoCom
1698,KOWLOON T.S.T. GUEST HOUSE,九龍尖沙咀賓館,AMD,GHS,835864,817512,"Flat B7&C1, 11/F, Block B & C, Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道40號重慶大廈B&C座11字樓B7&C1室,GeoCom
1699,HONG KONG PLAYGROUND ASSOCIATION JOCKEY CLUB SILVERMINE BAY CAMP,香港遊樂場協會賽馬會銀礦灣營,AMD,HCV,818311,814890,"G/F-1/F, Block A1, G/F-1/F, Block A2, G/F-1/F, Block B, G/F-1/F, Block C1, G/F-1/F, Block C2, 30 Tung Wan Tau Road, Mui Wo, Lantau Island.","大嶼山梅窩東灣頭道30號A1座地下-1字樓,A2座地下-1字樓, B座地下-1字樓,C1座地下-1字樓,C2座地下-1字樓。",GeoCom
1700,THE HONG KONG AWARD FOR YOUNG PEOPLE JOCKEY CLUB DUKE OF EDINBURGH TRAINING CAMP,香港青年獎勵計劃賽馬會愛丁堡公爵訓練營,AMD,HCV,832662,835398,"Portion of 2/F, 90 Hang Ha Po, Lam Tsuen, Tai Po, New Territories.",新界大埔林村坑下莆90號 2字樓(部份),GeoCom
1701,Tsing Yi Maternal & Child Health Centre,青衣母嬰健康院,HNC,CLI,828961,823314,"3/F, Cheung Hong Commercial Complex Phase I, Cheung Hong Estate, Tsing Yi",青衣長康邨長康商場第一期3字樓,GeoCom
1703,ITALIAN INTERNATIONAL KINDERGARTEN,意大利國際幼稚園,SCH,KDG,833279,811817,"PODIUM LEVEL 1, BLOCK 4, PHASE 1, SOUTH HORIZONS, AP LEI CHAU, HONG KONG",香港鴨脷洲海怡半島第1期第4座平台第1層,GeoCom
1704,OLIVE TREE INTERNATIONAL KINDERGARTEN,OLIVE TREE INTERNATIONAL KINDERGARTEN,SCH,KDG,834690,821827,"SHOP D, G/F., CRONIN GARDEN, 20 SHUN NING ROAD, SHAM SHUI PO, KOWLOON",九龍深水埗順寧道20號樂年花園地下D舖,GeoCom
1705,HHCKLA BUDDHIST WAI KWONG KA FUK KINDERGARTEN,香海正覺蓮社佛教慧光嘉福幼稚園,SCH,KDG,831883,839259,SHOP KG01 G/F KA YEUNG HOUSE KA SHING COURT FANLING NEW TERRITORIES,新界粉嶺嘉盛苑嘉揚閣地下KG01號舖,GeoCom
1709,LITTLE TAI HANG-THE GARDEN HOUSE,LITTLE TAI HANG-THE GARDEN HOUSE,AMD,HTL,837909,815657,"G/F, 1/F(Portion), 2/F(Portion), 3/F, 5/F-12/F, 15/F-23/F, 25/F-27/F, Roof, Lift Machine","香港銅鑼灣蓮花宮東街11號 地下, 1字樓(部份), 2字樓(部份), 3字樓, 5-12字樓, 15-23字樓, 25-27字樓, 天台, Lift Machine Room Floor 及天台高層",GeoCom
1711,WIFI BOUTIQUE HOTEL LIMITED,星網商務精品酒店有限公司,AMD,HTL,836514,815587,"G/F (Portion), 5/F - 23/F, & Roof(Portion), Star Commercial Building, 366 Lockhart Road, Wan Chai, Hong Kong.","香港灣仔駱克道366號星圖商業大廈 地下(部份), 5-23字樓& 天台(部份)",GeoCom
1712,GOLDEN CROWN GUEST HOUSE,金冠賓館,AMD,GHS,835811,817663,"Flat F, 6/F, Golden Crown Court, 68 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道68號 金冠大廈6字樓F室,GeoCom
1713,MOE KINDERGARTEN,萌兒幼稚園,SCH,KDG,829154,826575,"SHOP A-1 WITHIN E5 - E73, BLOCKS 11 - 14, TSUEN WAN CENTRE SHOPPING ARCADE, PHASE II, NO. 86 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",新界荃灣荃景圍86號荃灣中心二期11—14座商場E5—E73內A—1舖,GeoCom
1715,Community College of City University / UOW College Hong Kong,香港城巿大學專上學院/香港伍倫貢學院,SCH,TEI,839890,820538,"G/F, Telford Plaza, 33 Wai Yip Street, Kowloon Bay",九龍灣偉業街33號德福廣場,GeoCom
1716,JAO TSUNG-I ACADEMY,饒宗頤文化館,AMD,GHS,832670,822138,"G/F-1/F, Block A, B, C, D & E, 800 Castle Peak Road, Lai Chi Kok, Kowloon.","九龍荔枝角青山道800號 A, B, C, D 及 E 座地下至1字樓",GeoCom
1721,"Self-service Library Station (Tsuen Nam Road, Tai Wai)",自助圖書站(大圍村南道),CUF,LIB,836378.161,825986.254,"2 Tsuen Nam Road, Tai Wai, Sha Tin (near MTR Tai Wai Station Exit D)",沙田大圍村南道2號 (近港鐵大圍站D出口),GeoCom
1722,HONG KONG RED CROSS HOSPITAL SCHOOLS (PRIMARY SECTION),香港紅十字會醫院學校(小學部),SCH,SEC,832939,816362,"TSAN YUK HOSPITAL (TYH), CHILD & ADOLESCENT PSYCHIATRIC DAY CENTRE, 4/F., WEST WING, 30 HOSPITAL ROAD, SAI YING PUN, HONG KONG",香港西營盤醫院道30號4樓西翼贊育醫院兒童及青少年精神科日間中心,GeoCom
1731,SAHK Jockey Club Marion Fang Conductive Learning Centre (Residential included),香港耀能協會賽馬會方心淑引導式教育中心,SCH,CCC,837388,822477,"G/F, 6-17 Wang Leung House, Wang Tau Hom Estate, Kowloon",九龍橫頭磡邨宏亮樓6-17號地下,GeoCom
1734,HONG KONG HOSTEL,香港旅館,AMD,GHS,837138.577,815699.844,"Flat E, 9/F, Hong Kong Mansion, 1 Yee Wo Street, Causeway Bay, Hong Kong.",香港銅鑼灣怡和街1號香港大廈9字樓E室,GeoCom
1738,YEW CHUNG INTERNATIONAL SCHOOL,耀中國際學校,SCH,KDG,836418,822114,G/F & 1/F 3 & 3A SOMERSET ROAD G/F-1/F 22 SOMERSET ROAD KOWLOON TONG KOWLOON,九龍九龍塘森麻實道3及3號A地下及1樓森麻實道22號地下至1樓,GeoCom
1741,THE SHEUNG WAN,THE SHEUNG WAN,AMD,GHS,833558,816191,"5/F-14/F, 286 Queen's Road Central, Central, Hong Kong.",香港中環皇后大道中286號 5-14字樓,GeoCom
1743,CHAN SHU KUI MEMORIAL SCHOOL,陳樹渠紀念中學,SCH,SES,834751,821592,"101 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON",九龍深水埗青山道101號,GeoCom
1745,HKVNS ALUMNI ASSOCIATION KINDERGARTEN (KCC),漢師幼稚園(龍總),SCH,KDG,835997,819944,"G/F. (PORTION) AND 1/F., KOWLOON CHAMBER OF COMMERCE BUILDING, 2 LIBERTY AVENUE, HO MAN TIN, KOWLOON",九龍何文田自由道2號九龍總商會大廈地下(部分)及一樓,GeoCom
1746,FEI FAN,非凡,AMD,GHS,835883,817849,"Front Portion of 5/F, Granville Building, 16 Granville Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀加連威老道16號 加連威大廈5字樓前座,GeoCom
1747,UKKEI INN,屋企旅舍,AMD,GHS,835620,819225,"Flat E, 9/F, Lai Shing Building, 495- 497A Nathan Road, Yau Ma Tei, Kowloon.",九龍油麻地彌敦道495-497A號 麗星大廈9字樓E室,GeoCom
1748,ROMANTIC HOTEL,異風情精品酒店,AMD,GHS,836302,821774,"G/F, 9 Norfolk Road, Kowloon Tong, Kowloon.",九龍九龍塘羅福道9號地下,GeoCom
1749,THE SILVERI HONG KONG – MGALLERY,THE SILVERI HONG KONG – MGALLERY,AMD,HTL,812095,816923,"B2/F(Portion), B1(Portion), G/F(Portion), L1(Portion)-L9(Portion),L10(Portion)-L12(Portion), L15(Portion), Roof(Portion) and Top Roof, 16 Tat Tung Road, Tung Chung, Lantau Island.","大嶼山東涌達東路16號地庫2字樓(部份),地庫1字樓(部份), 地下(部份),1-9字樓(部份),10-12字樓(部份),15字樓(部份), 天台(部份)及天台高層",GeoCom
1755,FRENCH ENGLISH ACADEMY BILINGUAL KINDERGARTEN,FRENCH ENGLISH ACADEMY BILINGUAL KINDERGARTEN,SCH,KDG,838209,811132,"G203, THE REPULSE BAY, 109 REPULSE BAY ROAD, REPULSE BAY, HONG KONG",香港淺水灣淺水灣道109號影灣園G203舖,GeoCom
1756,INVICTUS SECONDARY SCHOOL,INVICTUS SECONDARY SCHOOL,SCH,SES,842050,814314,"PORTION OF LEVEL 4, LEVEL 5 & LEVEL 6, HING MAN COMMERCIAL CENTRE, HING MAN ESTATE, 188 TAI TAM ROAD, CHAI WAN, HONG KONG",香港柴灣大潭道188號興民邨興民商場4樓部分、5樓及6樓,GeoCom
1760,West Kowloon Government Offices Dental Clinic,西九龍政府合署牙科診所,HNC,CLI,834904,819272,"2/F, South Tower, West Kowloon Government Offices, 11 Hoi Ting Road, Yau Ma Tei, Kowloon",九龍油麻地海庭道11號西九龍政府合署南座2樓,GeoCom
1761,"THE CHURCH OF CHRIST IN CHINA, HONG KONG CHI TO CHURCH KEI POK KINDERGARTEN (TSEUNG KWAN O)",中華基督教會香港志道堂基博幼稚園(將軍澳),SCH,KDG,844782,819333,G/F KWONG YING HOUSE KWONG MING COURT TSEUNG KWAN O NEW TERRITORIES,新界將軍澳廣明苑廣盈閣地下,GeoCom
1762,KMB HOSTEL LIMITED,九巴旅館有限公司,AMD,GHS,835805,817738,"Flat C, 8/F, Majestic House, 80 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍尖沙咀彌敦道80號金鑾大廈8字樓C室,GeoCom
1763,EASTERN HOTEL,東方酒店,AMD,GHS,835483,819650,"Flat C, 3/F, Cheung Hing House, 7 Changsha Street, Mongkok, Kowloon.",九龍旺角長沙街7號祥興樓3字樓C室,GeoCom
1769,Sai Kung Outdoor Recreation Centre,西貢戶外康樂中心,AMD,HCV,845480,826327,"21 Hong Kin Road, Tui Min Hoi Area, Sai Kung",西貢對面海區康健路21號,GeoCom
